!MOLECULE
OCS
!MOLECULAR WEIGHT
60.0
!NUMBER OF ENERGY LEVELS
99
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
 4450    95    79  1.7e-13 2.3e-13 2.3e-13 2.4e-13 2.6e-13 2.8e-13 3.0e-13 3.5e-13
 4451    95    80  2.4e-13 3.2e-13 3.4e-13 3.5e-13 3.9e-13 4.1e-13 4.5e-13 5.2e-13
 4452    95    81  3.4e-13 4.7e-13 5.0e-13 5.2e-13 5.7e-13 6.1e-13 6.6e-13 7.6e-13
 4453    95    82  4.8e-13 6.6e-13 7.2e-13 7.6e-13 8.3e-13 8.9e-13 9.7e-13 1.1e-12
 4454    95    83  1.1e-12 1.4e-12 1.5e-12 1.5e-12 1.6e-12 1.8e-12 2.0e-12 2.4e-12
 4455    95    84  2.6e-12 3.9e-12 4.7e-12 4.9e-12 5.2e-12 5.0e-12 5.0e-12 5.3e-12
 4456    95    85  1.9e-12 2.8e-12 3.3e-12 3.7e-12 4.0e-12 4.4e-12 5.4e-12 6.9e-12
 4457    95    86  2.8e-12 4.1e-12 4.9e-12 5.0e-12 5.2e-12 5.2e-12 5.1e-12 5.1e-12
 4458    95    87  3.1e-12 4.8e-12 6.3e-12 7.4e-12 8.4e-12 9.4e-12 1.3e-11 1.7e-11
 4459    95    88  3.6e-12 5.1e-12 6.0e-12 6.2e-12 6.7e-12 6.8e-12 6.6e-12 6.5e-12
 4460    95    89  6.1e-12 9.6e-12 1.3e-11 1.6e-11 1.8e-11 2.0e-11 2.6e-11 3.6e-11
 4461    95    90  5.7e-12 8.9e-12 1.2e-11 1.3e-11 1.4e-11 1.5e-11 1.6e-11 1.8e-11
 4462    95    91  2.0e-11 3.0e-11 3.9e-11 4.2e-11 4.5e-11 4.7e-11 5.8e-11 7.2e-11
 4463    95    92  8.8e-12 1.6e-11 2.5e-11 3.0e-11 3.3e-11 3.4e-11 4.1e-11 5.0e-11
 4464    95    93  5.0e-11 7.7e-11 1.0e-10 1.1e-10 1.2e-10 1.2e-10 1.4e-10 1.6e-10
 4465    95    94  2.8e-11 4.2e-11 5.5e-11 6.2e-11 6.5e-11 6.7e-11 7.4e-11 8.2e-11
 4466    96     1  1.2e-26 4.3e-27 6.8e-28 4.2e-28 4.9e-28 6.2e-28 4.1e-28 4.5e-28
 4467    96     2  3.8e-26 1.4e-26 2.2e-27 1.4e-27 1.6e-27 2.0e-27 1.3e-27 1.5e-27
 4468    96     3  7.1e-26 2.6e-26 4.2e-27 2.7e-27 3.0e-27 3.9e-27 2.6e-27 2.8e-27
 4469    96     4  1.2e-25 4.3e-26 7.2e-27 4.6e-27 5.2e-27 6.7e-27 4.4e-27 4.9e-27
 4470    96     5  1.8e-25 6.9e-26 1.2e-26 7.5e-27 8.6e-27 1.1e-26 7.3e-27 8.1e-27
 4471    96     6  2.8e-25 1.1e-25 1.9e-26 1.2e-26 1.4e-26 1.8e-26 1.2e-26 1.3e-26
 4472    96     7  4.3e-25 1.7e-25 3.0e-26 1.9e-26 2.2e-26 2.8e-26 1.9e-26 2.1e-26
 4473    96     8  6.5e-25 2.6e-25 4.7e-26 3.1e-26 3.5e-26 4.5e-26 3.0e-26 3.4e-26
 4474    96     9  9.7e-25 3.9e-25 7.4e-26 4.9e-26 5.6e-26 7.0e-26 4.8e-26 5.3e-26
 4475    96    10  1.4e-24 5.9e-25 1.1e-25 7.6e-26 8.7e-26 1.1e-25 7.6e-26 8.4e-26
 4476    96    11  2.1e-24 9.0e-25 1.8e-25 1.2e-25 1.4e-25 1.7e-25 1.2e-25 1.3e-25
 4477    96    12  3.2e-24 1.4e-24 2.8e-25 1.9e-25 2.1e-25 2.7e-25 1.9e-25 2.1e-25
 4478    96    13  4.7e-24 2.0e-24 4.2e-25 2.9e-25 3.3e-25 4.1e-25 2.9e-25 3.2e-25
 4479    96    14  6.9e-24 3.0e-24 6.5e-25 4.4e-25 5.1e-25 6.4e-25 4.5e-25 5.0e-25
 4480    96    15  1.0e-23 4.5e-24 1.0e-24 6.8e-25 7.8e-25 9.8e-25 7.0e-25 7.8e-25
 4481    96    16  1.5e-23 6.8e-24 1.5e-24 1.1e-24 1.2e-24 1.5e-24 1.1e-24 1.2e-24
 4482    96    17  2.2e-23 1.0e-23 2.3e-24 1.6e-24 1.9e-24 2.3e-24 1.7e-24 1.9e-24
 4483    96    18  3.2e-23 1.5e-23 3.6e-24 2.5e-24 2.9e-24 3.5e-24 2.6e-24 2.9e-24
 4484    96    19  4.6e-23 2.2e-23 5.4e-24 3.8e-24 4.4e-24 5.4e-24 4.0e-24 4.4e-24
 4485    96    20  6.7e-23 3.3e-23 8.2e-24 5.8e-24 6.7e-24 8.2e-24 6.1e-24 6.8e-24
 4486    96    21  9.7e-23 4.9e-23 1.3e-23 8.9e-24 1.0e-23 1.3e-23 9.4e-24 1.1e-23
 4487    96    22  1.4e-22 7.2e-23 1.9e-23 1.4e-23 1.6e-23 1.9e-23 1.4e-23 1.6e-23
 4488    96    23  2.1e-22 1.1e-22 2.9e-23 2.1e-23 2.4e-23 2.9e-23 2.2e-23 2.5e-23
 4489    96    24  3.0e-22 1.6e-22 4.3e-23 3.2e-23 3.6e-23 4.4e-23 3.4e-23 3.8e-23
 4490    96    25  4.3e-22 2.3e-22 6.6e-23 4.8e-23 5.5e-23 6.7e-23 5.1e-23 5.8e-23
 4491    96    26  6.3e-22 3.4e-22 9.9e-23 7.3e-23 8.4e-23 1.0e-22 7.8e-23 8.8e-23
 4492    96    27  9.0e-22 5.0e-22 1.5e-22 1.1e-22 1.3e-22 1.5e-22 1.2e-22 1.4e-22
 4493    96    28  1.3e-21 7.4e-22 2.3e-22 1.7e-22 1.9e-22 2.3e-22 1.8e-22 2.0e-22
 4494    96    29  1.9e-21 1.1e-21 3.4e-22 2.6e-22 2.9e-22 3.5e-22 2.8e-22 3.1e-22
 4495    96    30  2.7e-21 1.6e-21 5.1e-22 3.9e-22 4.4e-22 5.4e-22 4.2e-22 4.8e-22
 4496    96    31  3.9e-21 2.4e-21 7.7e-22 5.9e-22 6.7e-22 8.1e-22 6.5e-22 7.3e-22
 4497    96    32  5.7e-21 3.5e-21 1.2e-21 9.0e-22 1.0e-21 1.2e-21 9.8e-22 1.1e-21
 4498    96    33  8.2e-21 5.1e-21 1.8e-21 1.4e-21 1.5e-21 1.9e-21 1.5e-21 1.7e-21
 4499    96    34  1.2e-20 7.5e-21 2.6e-21 2.0e-21 2.3e-21 2.8e-21 2.3e-21 2.6e-21
 4500    96    35  1.7e-20 1.1e-20 4.0e-21 3.1e-21 3.5e-21 4.2e-21 3.4e-21 3.9e-21
 4501    96    36  2.5e-20 1.6e-20 5.9e-21 4.7e-21 5.3e-21 6.3e-21 5.2e-21 5.9e-21
 4502    96    37  3.5e-20 2.4e-20 8.9e-21 7.1e-21 8.0e-21 9.6e-21 7.9e-21 9.0e-21
 4503    96    38  5.1e-20 3.4e-20 1.3e-20 1.1e-20 1.2e-20 1.4e-20 1.2e-20 1.4e-20
 4504    96    39  7.3e-20 5.0e-20 2.0e-20 1.6e-20 1.8e-20 2.2e-20 1.8e-20 2.1e-20
 4505    96    40  1.0e-19 7.4e-20 3.0e-20 2.4e-20 2.8e-20 3.3e-20 2.7e-20 3.1e-20
 4506    96    41  1.5e-19 1.1e-19 4.5e-20 3.7e-20 4.2e-20 4.9e-20 4.2e-20 4.7e-20
 4507    96    42  2.2e-19 1.6e-19 6.8e-20 5.6e-20 6.3e-20 7.4e-20 6.3e-20 7.2e-20
 4508    96    43  3.1e-19 2.3e-19 1.0e-19 8.4e-20 9.5e-20 1.1e-19 9.6e-20 1.1e-19
 4509    96    44  4.5e-19 3.4e-19 1.5e-19 1.3e-19 1.4e-19 1.7e-19 1.4e-19 1.6e-19
 4510    96    45  6.4e-19 4.9e-19 2.3e-19 1.9e-19 2.1e-19 2.5e-19 2.2e-19 2.5e-19
 4511    96    46  9.2e-19 7.2e-19 3.4e-19 2.9e-19 3.2e-19 3.8e-19 3.3e-19 3.7e-19
 4512    96    47  1.3e-18 1.0e-18 5.1e-19 4.3e-19 4.9e-19 5.6e-19 5.0e-19 5.7e-19
 4513    96    48  1.9e-18 1.5e-18 7.6e-19 6.5e-19 7.3e-19 8.5e-19 7.5e-19 8.6e-19
 4514    96    49  2.7e-18 2.2e-18 1.1e-18 9.7e-19 1.1e-18 1.3e-18 1.1e-18 1.3e-18
 4515    96    50  3.9e-18 3.3e-18 1.7e-18 1.5e-18 1.7e-18 1.9e-18 1.7e-18 2.0e-18
 4516    96    51  5.6e-18 4.8e-18 2.5e-18 2.2e-18 2.5e-18 2.8e-18 2.6e-18 2.9e-18
 4517    96    52  8.0e-18 6.9e-18 3.8e-18 3.3e-18 3.7e-18 4.3e-18 3.9e-18 4.4e-18
 4518    96    53  1.2e-17 1.0e-17 5.6e-18 5.0e-18 5.6e-18 6.4e-18 5.9e-18 6.7e-18
 4519    96    54  1.7e-17 1.5e-17 8.4e-18 7.4e-18 8.3e-18 9.6e-18 8.8e-18 1.0e-17
 4520    96    55  2.4e-17 2.2e-17 1.2e-17 1.1e-17 1.2e-17 1.4e-17 1.3e-17 1.5e-17
 4521    96    56  3.4e-17 3.1e-17 1.9e-17 1.7e-17 1.9e-17 2.1e-17 2.0e-17 2.3e-17
 4522    96    57  4.8e-17 4.5e-17 2.8e-17 2.5e-17 2.8e-17 3.2e-17 3.0e-17 3.4e-17
 4523    96    58  6.9e-17 6.6e-17 4.1e-17 3.8e-17 4.2e-17 4.8e-17 4.5e-17 5.2e-17
 4524    96    59  1.0e-16 9.6e-17 6.2e-17 5.6e-17 6.3e-17 7.1e-17 6.8e-17 7.8e-17
 4525    96    60  1.4e-16 1.4e-16 9.2e-17 8.5e-17 9.4e-17 1.1e-16 1.0e-16 1.2e-16
 4526    96    61  2.0e-16 2.0e-16 1.4e-16 1.3e-16 1.4e-16 1.6e-16 1.5e-16 1.8e-16
 4527    96    62  2.9e-16 3.0e-16 2.0e-16 1.9e-16 2.1e-16 2.4e-16 2.3e-16 2.6e-16
 4528    96    63  4.2e-16 4.3e-16 3.0e-16 2.8e-16 3.1e-16 3.5e-16 3.4e-16 4.0e-16
 4529    96    64  6.0e-16 6.2e-16 4.5e-16 4.2e-16 4.7e-16 5.3e-16 5.2e-16 5.9e-16
 4530    96    65  8.5e-16 9.1e-16 6.6e-16 6.3e-16 7.0e-16 7.9e-16 7.7e-16 8.9e-16
 4531    96    66  1.2e-15 1.3e-15 9.9e-16 9.4e-16 1.0e-15 1.2e-15 1.2e-15 1.3e-15
 4532    96    67  1.7e-15 1.9e-15 1.5e-15 1.4e-15 1.6e-15 1.7e-15 1.7e-15 2.0e-15
 4533    96    68  2.5e-15 2.8e-15 2.2e-15 2.1e-15 2.3e-15 2.6e-15 2.6e-15 3.0e-15
 4534    96    69  3.5e-15 4.0e-15 3.2e-15 3.1e-15 3.5e-15 3.8e-15 3.9e-15 4.5e-15
 4535    96    70  5.0e-15 5.8e-15 4.8e-15 4.7e-15 5.2e-15 5.7e-15 5.8e-15 6.7e-15
 4536    96    71  7.2e-15 8.4e-15 7.0e-15 6.9e-15 7.7e-15 8.4e-15 8.6e-15 9.9e-15
 4537    96    72  1.0e-14 1.2e-14 1.0e-14 1.0e-14 1.1e-14 1.3e-14 1.3e-14 1.5e-14
 4538    96    73  1.5e-14 1.8e-14 1.5e-14 1.5e-14 1.7e-14 1.9e-14 1.9e-14 2.2e-14
 4539    96    74  2.1e-14 2.5e-14 2.3e-14 2.3e-14 2.5e-14 2.7e-14 2.9e-14 3.3e-14
 4540    96    75  3.0e-14 3.7e-14 3.4e-14 3.4e-14 3.7e-14 4.1e-14 4.3e-14 4.9e-14
 4541    96    76  4.2e-14 5.3e-14 4.9e-14 5.0e-14 5.5e-14 6.0e-14 6.3e-14 7.3e-14
 4542    96    77  5.9e-14 7.6e-14 7.3e-14 7.4e-14 8.2e-14 8.9e-14 9.4e-14 1.1e-13
 4543    96    78  8.4e-14 1.1e-13 1.1e-13 1.1e-13 1.2e-13 1.3e-13 1.4e-13 1.6e-13
 4544    96    79  1.2e-13 1.6e-13 1.6e-13 1.6e-13 1.8e-13 1.9e-13 2.1e-13 2.4e-13
 4545    96    80  1.7e-13 2.3e-13 2.3e-13 2.4e-13 2.6e-13 2.8e-13 3.0e-13 3.5e-13
 4546    96    81  2.4e-13 3.2e-13 3.4e-13 3.5e-13 3.8e-13 4.1e-13 4.5e-13 5.2e-13
 4547    96    82  3.4e-13 4.6e-13 4.9e-13 5.2e-13 5.7e-13 6.1e-13 6.6e-13 7.6e-13
 4548    96    83  4.7e-13 6.6e-13 7.2e-13 7.6e-13 8.3e-13 8.9e-13 9.7e-13 1.1e-12
 4549    96    84  1.0e-12 1.4e-12 1.4e-12 1.5e-12 1.6e-12 1.8e-12 2.0e-12 2.4e-12
 4550    96    85  2.5e-12 3.9e-12 4.7e-12 4.9e-12 5.2e-12 5.0e-12 5.0e-12 5.3e-12
 4551    96    86  1.9e-12 2.8e-12 3.3e-12 3.6e-12 3.9e-12 4.4e-12 5.4e-12 6.9e-12
 4552    96    87  2.8e-12 4.1e-12 4.9e-12 5.0e-12 5.2e-12 5.2e-12 5.1e-12 5.1e-12
 4553    96    88  3.0e-12 4.8e-12 6.2e-12 7.4e-12 8.4e-12 9.4e-12 1.3e-11 1.7e-11
 4554    96    89  3.5e-12 5.0e-12 6.0e-12 6.1e-12 6.7e-12 6.8e-12 6.6e-12 6.5e-12
 4555    96    90  6.0e-12 9.5e-12 1.3e-11 1.6e-11 1.8e-11 2.0e-11 2.6e-11 3.6e-11
 4556    96    91  5.7e-12 8.8e-12 1.2e-11 1.3e-11 1.4e-11 1.5e-11 1.6e-11 1.8e-11
 4557    96    92  2.0e-11 2.9e-11 3.9e-11 4.1e-11 4.5e-11 4.7e-11 5.7e-11 7.2e-11
 4558    96    93  8.6e-12 1.6e-11 2.5e-11 3.0e-11 3.3e-11 3.4e-11 4.1e-11 5.0e-11
 4559    96    94  4.9e-11 7.6e-11 1.0e-10 1.1e-10 1.1e-10 1.2e-10 1.4e-10 1.6e-10
 4560    96    95  2.7e-11 4.1e-11 5.5e-11 6.2e-11 6.5e-11 6.7e-11 7.4e-11 8.2e-11
 4561    97     1  8.2e-27 2.9e-27 4.5e-28 2.8e-28 3.2e-28 4.1e-28 2.7e-28 3.0e-28
 4562    97     2  2.6e-26 9.3e-27 1.5e-27 9.1e-28 1.1e-27 1.3e-27 8.8e-28 9.7e-28
 4563    97     3  4.9e-26 1.8e-26 2.8e-27 1.8e-27 2.0e-27 2.6e-27 1.7e-27 1.9e-27
 4564    97     4  8.1e-26 2.9e-26 4.8e-27 3.0e-27 3.5e-27 4.5e-27 2.9e-27 3.2e-27
 4565    97     5  1.3e-25 4.7e-26 7.8e-27 5.0e-27 5.7e-27 7.3e-27 4.9e-27 5.4e-27
 4566    97     6  1.9e-25 7.3e-26 1.3e-26 8.1e-27 9.3e-27 1.2e-26 7.9e-27 8.7e-27
 4567    97     7  3.0e-25 1.1e-25 2.0e-26 1.3e-26 1.5e-26 1.9e-26 1.3e-26 1.4e-26
 4568    97     8  4.5e-25 1.7e-25 3.1e-26 2.0e-26 2.3e-26 3.0e-26 2.0e-26 2.2e-26
 4569    97     9  6.7e-25 2.7e-25 4.9e-26 3.2e-26 3.7e-26 4.7e-26 3.2e-26 3.5e-26
 4570    97    10  9.9e-25 4.0e-25 7.7e-26 5.1e-26 5.8e-26 7.3e-26 5.0e-26 5.6e-26
 4571    97    11  1.5e-24 6.1e-25 1.2e-25 7.9e-26 9.0e-26 1.1e-25 7.9e-26 8.8e-26
 4572    97    12  2.2e-24 9.2e-25 1.8e-25 1.2e-25 1.4e-25 1.8e-25 1.2e-25 1.4e-25
 4573    97    13  3.2e-24 1.4e-24 2.8e-25 1.9e-25 2.2e-25 2.7e-25 1.9e-25 2.1e-25
 4574    97    14  4.7e-24 2.1e-24 4.3e-25 2.9e-25 3.4e-25 4.2e-25 3.0e-25 3.3e-25
 4575    97    15  7.0e-24 3.1e-24 6.7e-25 4.5e-25 5.2e-25 6.5e-25 4.6e-25 5.2e-25
 4576    97    16  1.0e-23 4.6e-24 1.0e-24 7.0e-25 8.0e-25 1.0e-24 7.2e-25 8.0e-25
 4577    97    17  1.5e-23 6.9e-24 1.6e-24 1.1e-24 1.2e-24 1.5e-24 1.1e-24 1.2e-24
 4578    97    18  2.2e-23 1.0e-23 2.4e-24 1.6e-24 1.9e-24 2.3e-24 1.7e-24 1.9e-24
 4579    97    19  3.2e-23 1.5e-23 3.6e-24 2.5e-24 2.9e-24 3.6e-24 2.6e-24 2.9e-24
 4580    97    20  4.6e-23 2.2e-23 5.5e-24 3.9e-24 4.4e-24 5.5e-24 4.0e-24 4.5e-24
 4581    97    21  6.7e-23 3.3e-23 8.3e-24 5.9e-24 6.8e-24 8.4e-24 6.2e-24 6.9e-24
 4582    97    22  9.8e-23 4.9e-23 1.3e-23 9.0e-24 1.0e-23 1.3e-23 9.5e-24 1.1e-23
 4583    97    23  1.4e-22 7.3e-23 1.9e-23 1.4e-23 1.6e-23 1.9e-23 1.5e-23 1.6e-23
 4584    97    24  2.0e-22 1.1e-22 2.9e-23 2.1e-23 2.4e-23 2.9e-23 2.2e-23 2.5e-23
 4585    97    25  3.0e-22 1.6e-22 4.4e-23 3.2e-23 3.7e-23 4.5e-23 3.4e-23 3.8e-23
 4586    97    26  4.3e-22 2.3e-22 6.6e-23 4.9e-23 5.6e-23 6.8e-23 5.2e-23 5.8e-23
 4587    97    27  6.2e-22 3.4e-22 1.0e-22 7.4e-23 8.4e-23 1.0e-22 8.0e-23 8.9e-23
 4588    97    28  9.0e-22 5.1e-22 1.5e-22 1.1e-22 1.3e-22 1.6e-22 1.2e-22 1.4e-22
 4589    97    29  1.3e-21 7.4e-22 2.3e-22 1.7e-22 1.9e-22 2.4e-22 1.9e-22 2.1e-22
 4590    97    30  1.9e-21 1.1e-21 3.4e-22 2.6e-22 3.0e-22 3.6e-22 2.8e-22 3.2e-22
 4591    97    31  2.7e-21 1.6e-21 5.2e-22 3.9e-22 4.5e-22 5.4e-22 4.3e-22 4.8e-22
 4592    97    32  3.9e-21 2.4e-21 7.8e-22 6.0e-22 6.8e-22 8.2e-22 6.5e-22 7.3e-22
 4593    97    33  5.7e-21 3.5e-21 1.2e-21 9.0e-22 1.0e-21 1.2e-21 9.9e-22 1.1e-21
 4594    97    34  8.1e-21 5.1e-21 1.8e-21 1.4e-21 1.5e-21 1.9e-21 1.5e-21 1.7e-21
 4595    97    35  1.2e-20 7.5e-21 2.6e-21 2.1e-21 2.3e-21 2.8e-21 2.3e-21 2.6e-21
 4596    97    36  1.7e-20 1.1e-20 4.0e-21 3.1e-21 3.5e-21 4.2e-21 3.5e-21 3.9e-21
 4597    97    37  2.4e-20 1.6e-20 5.9e-21 4.7e-21 5.4e-21 6.4e-21 5.3e-21 5.9e-21
 4598    97    38  3.5e-20 2.3e-20 8.9e-21 7.1e-21 8.1e-21 9.6e-21 8.0e-21 9.0e-21
 4599    97    39  5.0e-20 3.4e-20 1.3e-20 1.1e-20 1.2e-20 1.4e-20 1.2e-20 1.4e-20
 4600    97    40  7.2e-20 5.0e-20 2.0e-20 1.6e-20 1.8e-20 2.2e-20 1.8e-20 2.1e-20
 4601    97    41  1.0e-19 7.3e-20 3.0e-20 2.5e-20 2.8e-20 3.3e-20 2.8e-20 3.1e-20
 4602    97    42  1.5e-19 1.1e-19 4.5e-20 3.7e-20 4.2e-20 4.9e-20 4.2e-20 4.8e-20
 4603    97    43  2.2e-19 1.6e-19 6.8e-20 5.6e-20 6.3e-20 7.4e-20 6.3e-20 7.2e-20
 4604    97    44  3.1e-19 2.3e-19 1.0e-19 8.4e-20 9.5e-20 1.1e-19 9.6e-20 1.1e-19
 4605    97    45  4.4e-19 3.4e-19 1.5e-19 1.3e-19 1.4e-19 1.7e-19 1.4e-19 1.6e-19
 4606    97    46  6.4e-19 4.9e-19 2.3e-19 1.9e-19 2.2e-19 2.5e-19 2.2e-19 2.5e-19
 4607    97    47  9.1e-19 7.2e-19 3.4e-19 2.9e-19 3.2e-19 3.8e-19 3.3e-19 3.8e-19
 4608    97    48  1.3e-18 1.0e-18 5.1e-19 4.3e-19 4.9e-19 5.7e-19 5.0e-19 5.7e-19
 4609    97    49  1.9e-18 1.5e-18 7.6e-19 6.5e-19 7.3e-19 8.5e-19 7.5e-19 8.6e-19
 4610    97    50  2.7e-18 2.2e-18 1.1e-18 9.7e-19 1.1e-18 1.3e-18 1.1e-18 1.3e-18
 4611    97    51  3.9e-18 3.2e-18 1.7e-18 1.5e-18 1.7e-18 1.9e-18 1.7e-18 2.0e-18
 4612    97    52  5.5e-18 4.7e-18 2.5e-18 2.2e-18 2.5e-18 2.9e-18 2.6e-18 3.0e-18
 4613    97    53  7.9e-18 6.9e-18 3.8e-18 3.3e-18 3.7e-18 4.3e-18 3.9e-18 4.5e-18
 4614    97    54  1.1e-17 1.0e-17 5.6e-18 5.0e-18 5.6e-18 6.4e-18 5.9e-18 6.7e-18
 4615    97    55  1.6e-17 1.5e-17 8.4e-18 7.4e-18 8.4e-18 9.6e-18 8.8e-18 1.0e-17
 4616    97    56  2.3e-17 2.1e-17 1.2e-17 1.1e-17 1.2e-17 1.4e-17 1.3e-17 1.5e-17
 4617    97    57  3.4e-17 3.1e-17 1.9e-17 1.7e-17 1.9e-17 2.1e-17 2.0e-17 2.3e-17
 4618    97    58  4.8e-17 4.5e-17 2.8e-17 2.5e-17 2.8e-17 3.2e-17 3.0e-17 3.4e-17
 4619    97    59  6.9e-17 6.6e-17 4.1e-17 3.8e-17 4.2e-17 4.8e-17 4.5e-17 5.2e-17
 4620    97    60  9.8e-17 9.6e-17 6.1e-17 5.6e-17 6.3e-17 7.1e-17 6.8e-17 7.8e-17
 4621    97    61  1.4e-16 1.4e-16 9.1e-17 8.4e-17 9.4e-17 1.1e-16 1.0e-16 1.2e-16
 4622    97    62  2.0e-16 2.0e-16 1.4e-16 1.3e-16 1.4e-16 1.6e-16 1.5e-16 1.8e-16
 4623    97    63  2.9e-16 2.9e-16 2.0e-16 1.9e-16 2.1e-16 2.4e-16 2.3e-16 2.6e-16
 4624    97    64  4.1e-16 4.3e-16 3.0e-16 2.8e-16 3.1e-16 3.5e-16 3.4e-16 4.0e-16
 4625    97    65  5.9e-16 6.2e-16 4.5e-16 4.2e-16 4.7e-16 5.3e-16 5.2e-16 5.9e-16
 4626    97    66  8.4e-16 9.0e-16 6.6e-16 6.3e-16 7.0e-16 7.9e-16 7.7e-16 8.9e-16
 4627    97    67  1.2e-15 1.3e-15 9.8e-16 9.4e-16 1.0e-15 1.2e-15 1.2e-15 1.3e-15
 4628    97    68  1.7e-15 1.9e-15 1.5e-15 1.4e-15 1.6e-15 1.7e-15 1.7e-15 2.0e-15
 4629    97    69  2.4e-15 2.7e-15 2.2e-15 2.1e-15 2.3e-15 2.6e-15 2.6e-15 3.0e-15
 4630    97    70  3.5e-15 4.0e-15 3.2e-15 3.1e-15 3.5e-15 3.8e-15 3.9e-15 4.5e-15
 4631    97    71  5.0e-15 5.7e-15 4.7e-15 4.7e-15 5.2e-15 5.7e-15 5.8e-15 6.7e-15
 4632    97    72  7.1e-15 8.3e-15 7.0e-15 6.9e-15 7.7e-15 8.4e-15 8.6e-15 9.9e-15
 4633    97    73  1.0e-14 1.2e-14 1.0e-14 1.0e-14 1.1e-14 1.3e-14 1.3e-14 1.5e-14
 4634    97    74  1.4e-14 1.7e-14 1.5e-14 1.5e-14 1.7e-14 1.9e-14 1.9e-14 2.2e-14
 4635    97    75  2.0e-14 2.5e-14 2.3e-14 2.3e-14 2.5e-14 2.7e-14 2.9e-14 3.3e-14
 4636    97    76  2.9e-14 3.6e-14 3.3e-14 3.4e-14 3.7e-14 4.1e-14 4.3e-14 4.9e-14
 4637    97    77  4.1e-14 5.2e-14 4.9e-14 5.0e-14 5.5e-14 6.0e-14 6.3e-14 7.3e-14
 4638    97    78  5.9e-14 7.5e-14 7.2e-14 7.4e-14 8.1e-14 8.8e-14 9.4e-14 1.1e-13
 4639    97    79  8.3e-14 1.1e-13 1.1e-13 1.1e-13 1.2e-13 1.3e-13 1.4e-13 1.6e-13
 4640    97    80  1.2e-13 1.5e-13 1.6e-13 1.6e-13 1.8e-13 1.9e-13 2.1e-13 2.4e-13
 4641    97    81  1.7e-13 2.2e-13 2.3e-13 2.4e-13 2.6e-13 2.8e-13 3.0e-13 3.5e-13
 4642    97    82  2.4e-13 3.2e-13 3.3e-13 3.5e-13 3.8e-13 4.1e-13 4.5e-13 5.2e-13
 4643    97    83  3.3e-13 4.6e-13 4.9e-13 5.2e-13 5.6e-13 6.1e-13 6.6e-13 7.6e-13
 4644    97    84  4.7e-13 6.5e-13 7.1e-13 7.6e-13 8.3e-13 8.8e-13 9.7e-13 1.1e-12
 4645    97    85  1.0e-12 1.4e-12 1.4e-12 1.5e-12 1.6e-12 1.8e-12 2.0e-12 2.4e-12
 4646    97    86  2.5e-12 3.9e-12 4.7e-12 4.9e-12 5.1e-12 5.0e-12 5.0e-12 5.3e-12
 4647    97    87  1.9e-12 2.8e-12 3.3e-12 3.6e-12 3.9e-12 4.4e-12 5.4e-12 6.9e-12
 4648    97    88  2.7e-12 4.0e-12 4.8e-12 5.0e-12 5.2e-12 5.1e-12 5.1e-12 5.1e-12
 4649    97    89  3.0e-12 4.7e-12 6.2e-12 7.4e-12 8.4e-12 9.4e-12 1.3e-11 1.7e-11
 4650    97    90  3.5e-12 5.0e-12 6.0e-12 6.1e-12 6.7e-12 6.7e-12 6.6e-12 6.5e-12
 4651    97    91  5.9e-12 9.4e-12 1.3e-11 1.6e-11 1.8e-11 2.0e-11 2.6e-11 3.6e-11
 4652    97    92  5.6e-12 8.7e-12 1.2e-11 1.3e-11 1.4e-11 1.5e-11 1.6e-11 1.8e-11
 4653    97    93  1.9e-11 2.9e-11 3.8e-11 4.1e-11 4.4e-11 4.6e-11 5.7e-11 7.2e-11
 4654    97    94  8.5e-12 1.5e-11 2.5e-11 3.0e-11 3.3e-11 3.4e-11 4.1e-11 5.0e-11
 4655    97    95  4.8e-11 7.5e-11 9.9e-11 1.1e-10 1.1e-10 1.2e-10 1.4e-10 1.6e-10
 4656    97    96  2.7e-11 4.1e-11 5.5e-11 6.1e-11 6.5e-11 6.7e-11 7.4e-11 8.2e-11
 4657    98     1  5.7e-27 2.0e-27 3.0e-28 1.9e-28 2.2e-28 2.8e-28 1.8e-28 2.0e-28
 4658    98     2  1.8e-26 6.3e-27 9.7e-28 6.0e-28 7.0e-28 9.0e-28 5.8e-28 6.4e-28
 4659    98     3  3.4e-26 1.2e-26 1.9e-27 1.2e-27 1.3e-27 1.7e-27 1.1e-27 1.2e-27
 4660    98     4  5.6e-26 2.0e-26 3.2e-27 2.0e-27 2.3e-27 3.0e-27 1.9e-27 2.1e-27
 4661    98     5  8.7e-26 3.2e-26 5.2e-27 3.3e-27 3.8e-27 4.9e-27 3.2e-27 3.5e-27
 4662    98     6  1.3e-25 5.0e-26 8.4e-27 5.3e-27 6.2e-27 7.8e-27 5.2e-27 5.8e-27
 4663    98     7  2.0e-25 7.7e-26 1.3e-26 8.5e-27 9.8e-27 1.3e-26 8.4e-27 9.3e-27
 4664    98     8  3.1e-25 1.2e-25 2.1e-26 1.3e-26 1.6e-26 2.0e-26 1.3e-26 1.5e-26
 4665    98     9  4.6e-25 1.8e-25 3.3e-26 2.1e-26 2.5e-26 3.1e-26 2.1e-26 2.3e-26
 4666    98    10  6.8e-25 2.8e-25 5.1e-26 3.4e-26 3.9e-26 4.9e-26 3.3e-26 3.7e-26
