Species_Name,Species_formula,Phase,Image,DfH_0K,DfH_298K,Uncertainty,Units,Relative_Molecular_Mass,ATcT_ID
Nitrosodioxaziridine,ONN(OO),"g, cis",,413.9,408.2,3.2,kJ/mol,76.01168 ±0.00091,132871-99-9*2
Propargylenide,[HCCCH]-,g,,434.5,437.7,1.1,kJ/mol,38.0485 ±0.0024,82906-05-6*0
Formic acid,HC(O)OH,"aq, 12 H2O",,,-425.16,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*816
Silylene,SiH2,g,,271.58,269.92,0.81,kJ/mol,30.10138 ±0.00033,13825-90-6*0
Formic acid,HC(O)OH,"aq, 15 H2O",,,-425.16,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*817
Cyanogen bromide cation,[BrCN]+,g,,1331.3,1325.0,1.4,kJ/mol,105.9209 ±0.0013,34749-77-4*0
Propylidene,CH3CH2CH,"g, singlet TS syn",,362.8,347.5,2.8,kJ/mol,42.0797 ±0.0024,6700-78-3*22
Disilane cation,[SiH3SiH3]+,g,,1030.2,1017.4,2.2,kJ/mol,62.21809 ±0.00073,96301-43-8*0
Formic acid,HC(O)OH,"aq, 20 H2O",,,-425.16,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*818
(Dimethylamino)methyl anion,[(CH3)2NCH2]-,g,,190.9,166.7,3.3,kJ/mol,58.1029 ±0.0025,125231-49-4*0
Ammonium hydroxide,NH4OH,"aq, 55.51 H2O",,,-366.33,0.41,kJ/mol,35.04584 ±0.00047,1336-21-6*891
2-Propenylidene,CHCHCH2,"g, triplet syn",,419.2,411.6,2.3,kJ/mol,40.0639 ±0.0024,19527-08-3*12
Difluorodioxidane anion,[FOOF]-,g,,-251.0,-251.0,28.0,kJ/mol,69.99615 ±0.00060,*7783-45-1*0
Nitric acid,HON(O)O,"aq, 5 H2O",,,-201.92,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*809
Formic acid,HC(O)OH,"aq, 25 H2O",,,-425.17,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*819
Hydrogen chloride,HCl,"aq, 500 H2O",,,-166.403,0.023,kJ/mol,36.46064 ±0.00090,7647-01-0*833
Disilene,SiH2SiH2,g,,288.8,280.1,1.7,kJ/mol,60.20276 ±0.00066,15435-77-5*0
Propylidyne,CH3CH2C,g,,492.7,483.0,1.2,kJ/mol,41.0718 ±0.0024,85056-54-8*0
Hydrogen bromide,HBr,"aq, 800 H2O",,,-120.06,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*837
Carbon dianion,[C]-2,g,,1027.5,1033.0,4.9,kJ/mol,12.01180 ±0.00080,50802-47-6*0
Iminomethyl,HCNH,g,,275.81,272.21,0.56,kJ/mol,28.03332 ±0.00082,15691-95-9*0
Silylsilylene,SiH3SiH,g,,317.3,309.5,1.9,kJ/mol,60.20276 ±0.00066,50420-90-1*0
Diazene cation,[HNNH]+,"g, trans-iso-cis equilib",,1132.57,1125.91,0.64,kJ/mol,30.02881 ±0.00020,76986-17-9*0
Ethynol cation,[HCCOH]+,g,,1063.8,1061.2,2.9,kJ/mol,42.0361 ±0.0016,84005-02-7*0
Nitrosodioxaziridine,ONN(OO),"g, gauche",,415.4,409.6,2.8,kJ/mol,76.01168 ±0.00091,132871-99-9*3
Formic acid,HC(O)OH,"aq, 30 H2O",,,-425.18,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*820
1H-Diazirin-3-ylium,[HN(NC)]+,g,,1527.2,1523.7,2.0,kJ/mol,41.03157 ±0.00082,735234-64-7*0
Acetic acid,CH3C(O)OH,"aq, 15 H2O",,,-483.91,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*817
Formic acid,HC(O)OH,"aq, 40 H2O",,,-425.2,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*821
Cyanogen,NCCN,"cr,l",,273.96,289.21,0.41,kJ/mol,52.0349 ±0.0016,460-19-5*500
Di-mu-hydrodihydrodisilicon,HSi(HSiHH),g,,374.7,364.5,2.3,kJ/mol,60.20276 ±0.00066,129970-82-7*0
Di-mu-hydrodihydrodisilicon,HSi(HSiHH),"g, trans",,374.7,364.3,2.3,kJ/mol,60.20276 ±0.00066,129970-82-7*1
Di-mu-hydrodihydrodisilicon,HSi(HSiHH),"g, trans-triplet",,544.3,536.2,3.6,kJ/mol,60.20276 ±0.00066,129970-82-7*11
Di-mu-hydrodihydrodisilicon cation,[HSi(HSiHH)]+,g,,1180.3,1172.7,3.2,kJ/mol,60.20221 ±0.00066,*129970-82-7*0
Di-mu-hydrodihydrodisilicon anion,[HSi(HSiHH)]-,g,,288.5,280.4,3.3,kJ/mol,60.20331 ±0.00066,*129970-83-8*0
Formic acid,HC(O)OH,"aq, 50 H2O",,,-425.21,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*822
Ethynol anion,[HCCOH]-,g,,163.5,165.0,3.3,kJ/mol,42.0372 ±0.0016,864971-50-6*0
Formic acid,HC(O)OH,"aq, 55.51 H2O",,,-425.22,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*891
Hydrogen fluoride,HF,"aq, 50000 H2O",,,-328.58,0.16,kJ/mol,20.006343 ±0.000070,7664-39-3*855
1-Propen-1-yl-3-ylidene,CHCHCH,"g, t-t quartet",,665.8,662.3,2.0,kJ/mol,39.0559 ±0.0024,84654-90-0*13
3-Diaziridinylidene,C(NHNH),g,,521.9,515.0,1.5,kJ/mol,42.04006 ±0.00082,85513-79-7*0
Formic acid,HC(O)OH,"aq, 75 H2O",,,-425.24,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*825
Hydrogen isocyanide anion,[HNC]-,g,,191.63,191.81,0.32,kJ/mol,27.02593 ±0.00081,96913-22-3*0
Iodoniumyl,[HI]+,g,,1030.73,1028.56,0.11,kJ/mol,127.911861 ±0.000076,12298-17-8*0
Formic acid,HC(O)OH,"aq, 111 H2O",,,-425.27,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*892
Carbon,C,diamond,,2.389,1.861,0.043,kJ/mol,12.01070 ±0.00080,7440-44-0*501
Nitric acid,HON(O)O,"aq, 7 H2O",,,-203.74,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*812
Acetic acid,CH3C(O)OH,"aq, 20 H2O",,,-484.1,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*818
Diatomic bromine cation,[Br2]+,g,,1060.34,1045.39,0.23,kJ/mol,159.8075 ±0.0020,12595-71-0*0
Ammonium hydroxide,NH4OH,"aq, 75 H2O",,,-366.35,0.41,kJ/mol,35.04584 ±0.00047,1336-21-6*825
Nitrous acid anion,[HONO]-,g,,-105.81,-109.29,0.78,kJ/mol,47.01403 ±0.00061,256393-36-9*0
Hydrogen bromide,HBr,"aq, 900 H2O",,,-120.08,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*838
Hydrogen iodide,HI,"aq, 3 H2O",,,-36.91,0.56,kJ/mol,127.912410 ±0.000076,10034-85-2*805
Hydrogen peroxide cation,[HOOH]+,g,,897.3,890.31,0.51,kJ/mol,34.01413 ±0.00062,12325-10-9*0
Hydrobromate ion,[HBr]-,g,,-5.5,-12.0,4.3,kJ/mol,80.9125 ±0.0010,85532-97-4*0
Hydrazoic acid anion,[HNNN]-,g,,309.1,303.3,2.3,kJ/mol,43.02871 ±0.00022,203264-98-6*0
Hydrazoic acid,HNNN,"cr,l",,,261.61,0.64,kJ/mol,43.02816 ±0.00022,7782-79-8*500
Chlorine atom,Cl,"g, 2P1/2",,130.176,131.783,0.0011,kJ/mol,35.45270 ±0.00090,22537-15-1*2
Formic acid,HC(O)OH,"aq, 200 H2O",,,-425.3,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*830
3-Diaziridinylidene,C(NHNH),"g, syn",,537.0,530.3,2.0,kJ/mol,42.04006 ±0.00082,85513-79-7*2
Iminomethide,[HCNH]-,g,,237.4,233.6,1.8,kJ/mol,28.03387 ±0.00082,90623-30-6*0
Hydrogen chloride,HCl,"aq, 20 H2O",,,-163.675,0.023,kJ/mol,36.46064 ±0.00090,7647-01-0*818
Cyanic acid anion,[HOCN]-,g,,-9.2,-9.5,3.1,kJ/mol,43.02533 ±0.00086,58199-47-6*0
Formic acid,HC(O)OH,"aq, 300 H2O",,,-425.31,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*831
Hydroxysilyl anion,[SiH2OH]-,g,,-219.3,-227.0,2.1,kJ/mol,47.10927 ±0.00047,78450-47-2*0
Hydroxysilyl anion,[SiH2OH]-,"g, anti",,-219.0,-226.8,2.7,kJ/mol,47.10927 ±0.00047,78450-47-2*2
Chlorous acid cation,[HOClO]+,g,,996.6,991.6,3.1,kJ/mol,68.4589 ±0.0011,*99559-66-7*0
Nitrosodioxaziridine,ONN(OO),g,,413.7,408.2,1.8,kJ/mol,76.01168 ±0.00091,132871-99-9*0
Hydrogen fluoride,HF,"aq, 600 H2O",,,-322.44,0.1,kJ/mol,20.006343 ±0.000070,7664-39-3*834
3-Diaziridinylidene cation,[C(NHNH)]+,g,,1479.7,1473.7,2.4,kJ/mol,42.03951 ±0.00082,*85513-79-7*0
Benzvalene cation,[((CHCH)(CH(CHCH)CH))]+,g,,1200.3,1184.8,2.7,kJ/mol,78.1113 ±0.0048,81050-63-7*0
Formic acid,HC(O)OH,"aq, 400 H2O",,,-425.31,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*832
Hydrogen cyanide anion,[HCN]-,g,,129.536,129.058,0.087,kJ/mol,27.02593 ±0.00081,12334-27-9*0
Isocyanogen anion,[CNCN]-,g,,386.6,388.7,3.3,kJ/mol,52.0354 ±0.0016,*83951-85-3*0
Hydrogen bromide,HBr,"aq, 1000 H2O",,,-120.1,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*839
Nitric acid,HON(O)O,"aq, 10 H2O",,,-204.97,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*815
Formic acid,HC(O)OH,"aq, 500 H2O",,,-425.32,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*833
Hydrogen iodide,HI,"aq, 20 H2O",,,-55.08,0.12,kJ/mol,127.912410 ±0.000076,10034-85-2*818
Acetic acid,CH3C(O)OH,"aq, 25 H2O",,,-484.22,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*819
Hydroperoxonium,[H2OOH]+,g,,738.2,727.9,1.2,kJ/mol,35.02207 ±0.00064,70850-26-9*0
Hydrogen fluoride,HF,"aq, 700 H2O",,,-322.51,0.11,kJ/mol,20.006343 ±0.000070,7664-39-3*835
Diisocyanogen anion,[CNNC]-,g,,456.9,462.5,3.6,kJ/mol,52.0354 ±0.0016,*78800-22-3*0
Butadienylacetylene,CH2CHCHCHCCH,g,,358.9,346.4,1.9,kJ/mol,78.1118 ±0.0048,10420-90-3*0
Hydrogen bromide,HBr,"aq, 20 H2O",,,-118.02,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*818
"(3Z)-1,3-Hexadien-5-yne",CH2CHCHCHCCH,"g, cis",,358.9,346.3,2.5,kJ/mol,78.1118 ±0.0048,5222-76-4*0
Divinylacetylene,CH2CHCCCHCH2,g,,361.9,350.8,1.9,kJ/mol,78.1118 ±0.0048,821-08-9*0
Hydrogen peroxide cation,[HOOH]+,"g, trans, para",,897.32,890.31,0.51,kJ/mol,34.01413 ±0.00062,12325-10-9*12
Divinylacetylene,CH2CHCCCHCH2,"g, trans",,362.5,351.4,2.6,kJ/mol,78.1118 ±0.0048,821-08-9*1
Biallenyl,CH2CCHCHCCH2,g,,410.7,399.6,1.5,kJ/mol,78.1118 ±0.0048,29776-96-3*0
Hydrogen fluoride,HF,"aq, 7500 H2O",,,-324.99,0.16,kJ/mol,20.006343 ±0.000070,7664-39-3*847
Biallenyl,CH2CCHCHCCH2,"g, cis",,419.5,408.2,2.2,kJ/mol,78.1118 ±0.0048,29776-96-3*2
Propargylallene,CH2CCHCH2CCH,g,,431.4,420.1,1.4,kJ/mol,78.1118 ±0.0048,33142-15-3*0
Hydrogen peroxide,HOOH,"g, ortho",,-129.401,-135.407,0.058,kJ/mol,34.01468 ±0.00062,7722-84-1*1
Propargylallene,CH2CCHCH2CCH,"g, cis",,432.4,420.7,2.2,kJ/mol,78.1118 ±0.0048,33142-15-3*2
Formic acid,HC(O)OH,"aq, 555.1 H2O",,,-425.32,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*895
Formic acid,HC(O)OH,"aq, 600 H2O",,,-425.32,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*834
3-Methylene-1-penten-4-yne,CH2CHC(CH2)CCH,g,,362.7,350.3,2.2,kJ/mol,78.1118 ±0.0048,6929-96-0*0
3-Methylene-1-penten-4-yne,CH2CHC(CH2)CCH,"g, gauche",,374.8,362.5,2.8,kJ/mol,78.1118 ±0.0048,6929-96-0*3
"1,2,3,5-Hexatetraene",CH2CCCHCHCH2,g,,391.8,380.4,1.6,kJ/mol,78.1118 ±0.0048,60239-33-0*0
Formic acid,HC(O)OH,"aq, 700 H2O",,,-425.32,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*835
"1,2,3,5-Hexatetraene",CH2CCCHCHCH2,"g, cis",,400.6,389.0,2.3,kJ/mol,78.1118 ±0.0048,60239-33-0*2
Diisocyanogen cation,[CNNC]+,g,,1825.4,1828.5,3.2,kJ/mol,52.0343 ±0.0016,*78800-21-2*0
3-Diaziridinylidene cation,[C(NHNH)]+,"g, syn",,1497.3,1491.8,3.1,kJ/mol,42.03951 ±0.00082,*85513-79-7*2
Formic acid,HC(O)OH,"aq, 800 H2O",,,-425.32,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*837
Isoformyl anion,[COH]-,g,,55.7,58.4,1.8,kJ/mol,29.01859 ±0.00086,81747-63-9*0
Acetic acid,CH3C(O)OH,"aq, 30 H2O",,,-484.31,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*820
Nitric acid,HON(O)O,"aq, 15 H2O",,,-205.66,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*817
1-Hydroxy-2-propanone,CH3C(O)CH2OH,g,,-354.41,-373.74,0.83,kJ/mol,74.0785 ±0.0025,116-09-6*0
"1,3-Butadiyne-1,4-diyl",CCCC,"g, singlet",,1083.94,1093.75,0.83,kJ/mol,48.0428 ±0.0032,78015-07-3*2
Hydrogen fluoride,HF,"aq, 800 H2O",,,-322.58,0.11,kJ/mol,20.006343 ±0.000070,7664-39-3*837
Propene,CH3CHCH2,"cr,l",,7.73,4.02,0.82,kJ/mol,42.0797 ±0.0024,115-07-1*500
Formic acid,HC(O)OH,"aq, 900 H2O",,,-425.33,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*838
Formic acid,HC(O)OH,"aq, 1000 H2O",,,-425.33,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*839
Hydrogen bromide,HBr,"aq, 2 H2O",,,-92.66,0.13,kJ/mol,80.9119 ±0.0010,10035-10-6*803
1-Methylallyl,CH3CHCHCH2,g,,152.68,136.21,0.79,kJ/mol,55.0984 ±0.0032,15819-46-2*0
Oxoethylidene,HCC(O)H,g,,261.1,258.3,1.1,kJ/mol,42.0367 ±0.0016,39920-84-8*0
Diazoethenylidene cation,[NNCC]+,g,,1771.1,1773.1,3.5,kJ/mol,52.0343 ±0.0016,*130760-10-0*0
1-Methyl-1-propenyl,CH3CCHCH3,g,,240.11,224.72,0.66,kJ/mol,55.0984 ±0.0032,71790-71-1*0
Diazoethenylidene anion,[NNCC]-,g,,529.6,532.2,3.5,kJ/mol,52.0354 ±0.0016,*130760-11-1*0
1-Methyl-1-propenyl,CH3CCHCH3,"g, cis",,243.4,227.1,1.9,kJ/mol,55.0984 ±0.0032,71790-71-1*2
Nitric acid,HON(O)O,"aq, 20 H2O",,,-205.89,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*818
Hydrogen chloride,HCl,"aq, 111 H2O",,,-165.819,0.024,kJ/mol,36.46064 ±0.00090,7647-01-0*892
1-Butenyl,CH3CH2CHCH,g,,263.47,246.41,0.68,kJ/mol,55.0984 ±0.0032,2669-61-6*0
Formic acid,HC(O)OH,"aq, 2000 H2O",,,-425.33,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*841
1-Butenyl,CH3CH2CHCH,"g, gauche",,263.9,246.6,1.9,kJ/mol,55.0984 ±0.0032,2669-61-6*3
"1,2-Difluoroethene",CHFCHF,g,,-302.97,-309.06,0.83,kJ/mol,64.0341 ±0.0016,1691-13-0*0
1-Ethynyl-2-propyn-1-ylium-1-yl,[HCCCCCH]+,g,,1537.2,1540.8,2.6,kJ/mol,62.0688 ±0.0040,217822-76-9*0
1-Ethynyl-2-propyn-1-ylidene anion,[HCCCCCH]-,g,,584.3,589.3,3.5,kJ/mol,62.0699 ±0.0040,217822-70-3*0
1-Ethynyl-2-propyn-1-ylidene,HCCCCCH,g,,727.0,734.1,1.7,kJ/mol,62.0694 ±0.0040,882068-94-2*0
1-Ethynyl-2-propyn-1-ylidene,HCCCCCH,"g, singlet",,787.5,792.9,2.1,kJ/mol,62.0694 ±0.0040,882068-94-2*2
3H-diazirin-3-ylidene-methylene,CC(NN),g,,837.3,839.9,2.3,kJ/mol,52.0349 ±0.0016,204253-88-3*0
Ammonium hydroxide,NH4OH,"aq, 200 H2O",,,-366.38,0.41,kJ/mol,35.04584 ±0.00047,1336-21-6*830
2-Oxo-1-ethylium-1-yl,[HCC(O)H]+,"g, quartet",,1289.4,1286.7,2.5,kJ/mol,42.0361 ±0.0016,214464-96-7*1
Imidogen,NH,"g, singlet",,509.37,509.42,0.17,kJ/mol,15.014680 ±0.000099,13774-92-0*2
"1,2-Pentadien-4-ynylidene",HCCCHCC,g,,791.3,794.0,2.4,kJ/mol,62.0694 ±0.0040,195524-67-5*0
2-Cyclopropen-1-ylideneethenylidene,CCC(CHCH),g,,807.2,808.8,3.4,kJ/mol,62.0694 ±0.0040,195524-69-7*0
Isocyanic fluoride cation,[FNC]+,g,,1618.0,1618.6,4.0,kJ/mol,45.01529 ±0.00080,*16992-26-0*0
Dicarbon monoxide,CCO,g,,377.12,381.16,0.83,kJ/mol,40.0208 ±0.0016,12071-23-7*0
Formic acid,HC(O)OH,"aq, 5000 H2O",,,-425.34,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*844
Formic acid,HC(O)OH,"aq, 10000 H2O",,,-425.34,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*850
Cyclopropane,CH2(CH2CH2),l,,41.5,35.81,0.47,kJ/mol,42.0797 ±0.0024,75-19-4*500
(E)-Difluorodiazene cation,[FNNF]+,"g, trans",,1307.4,1302.3,3.7,kJ/mol,66.00974 ±0.00014,*13776-62-0*1
Acetic acid,CH3C(O)OH,"aq, 10000 H2O",,,-484.83,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*850
Hydrogen chloride,HCl,"aq, 25 H2O",,,-164.169,0.023,kJ/mol,36.46064 ±0.00090,7647-01-0*819
"2,4-Pentadiynylium",[HCCCCCH2]+,g,,1362.5,1362.6,2.6,kJ/mol,63.0768 ±0.0040,103928-86-5*0
Pentatetraen-1-ide,[HCCCCCH2]-,g,,433.4,434.0,3.4,kJ/mol,63.0779 ±0.0040,849427-36-7*0
1-Ethynyl-2-propynylium,[CHCCHCCH]+,g,,1380.0,1378.7,2.6,kJ/mol,63.0768 ±0.0040,79530-50-0*0
Hydrogen fluoride,HF,"aq, 264.3 H2O",,,-322.13,0.1,kJ/mol,20.006343 ±0.000070,7664-39-3*909
"Penta-1,4-diyn-3-ide",[CHCCHCCH]-,g,,443.9,443.2,3.2,kJ/mol,63.0779 ±0.0040,553662-77-4*0
"Penta-1,4-diyn-3-ide",[CHCCHCCH]-,"g, anti",,443.9,443.2,3.6,kJ/mol,63.0779 ±0.0040,553662-77-4*2
Isocyanic fluoride anion,[FNC]-,g,,73.9,75.6,5.7,kJ/mol,45.01639 ±0.00080,357426-78-9*0
Ethylamine,CH3CH2NH2,"cr,l",,,-76.78,0.65,kJ/mol,45.0837 ±0.0017,75-04-7*500
Hydrogen bromide,HBr,"aq, 3 H2O",,,-102.2,0.13,kJ/mol,80.9119 ±0.0010,10035-10-6*805
Difluorovinylidene anion,[CCF2]-,g,,-88.2,-87.1,2.3,kJ/mol,62.0188 ±0.0016,107693-92-5*0
Acetic acid,CH3C(O)OH,"aq, 20000 H2O",,,-484.84,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*852
Dibromovinylidene,CCBr2,g,,524.1,513.0,4.0,kJ/mol,183.8294 ±0.0026,261771-36-2*0
Fluorovinylidene,CCHF,g,,298.9,300.1,3.1,kJ/mol,44.0277 ±0.0016,70302-00-0*0
COC vdW,(CO)(C),g,,589.7,598.4,1.5,kJ/mol,40.0208 ±0.0016,*12071-24-8*0
1-Aminoethyl anion,[CH3CHNH2]-,g,,174.6,157.0,3.2,kJ/mol,44.0763 ±0.0017,59263-55-7*0
Nitric acid,HON(O)O,"aq, 25 H2O",,,-205.97,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*819
Formic acid,HC(O)OH,"aq, 20000 H2O",,,-425.35,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*852
Ethylaminylium,[CH3CH2NH]+,"g, triplet",,1092.4,1077.3,2.4,kJ/mol,44.0752 ±0.0017,54387-08-5*1
Ethylaminylium,[CH3CH2NH]+,"g, anti-triplet",,1094.9,1079.2,2.9,kJ/mol,44.0752 ±0.0017,54387-08-5*12
Hydrogen bromide,HBr,"aq, 100 H2O",,,-119.5,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*828
Acetic acid,CH3C(O)OH,"aq, 40 H2O",,,-484.42,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*821
Acetic acid,CH3C(O)OH,"aq, 50 H2O",,,-484.5,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*822
Hydrogen fluoride,HF,"aq, 45 H2O",,,-321.94,0.11,kJ/mol,20.006343 ±0.000070,7664-39-3*906
N-Methylethanamine,CH3CH2NHCH3,"cr,l",,,-74.9,2.3,kJ/mol,59.1103 ±0.0025,624-78-2*500
Dinitrogen tetraoxide,O2NNO2,"cr,l",,-37.81,-26.96,0.19,kJ/mol,92.0111 ±0.0012,10544-72-6*500
Hydrogen iodide,HI,"aq, 8 H2O",,,-52.22,0.12,kJ/mol,127.912410 ±0.000076,10034-85-2*813
Formic acid,HC(O)OH,"aq, 50000 H2O",,,-425.37,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*855
2-Methyl-2-propanamine,(CH3)3CNH2,l,,,-150.6,0.53,kJ/mol,73.1369 ±0.0033,75-64-9*590
1-Hydroxyethenyl anion,[CH2COH]-,g,,15.1,8.6,2.1,kJ/mol,43.0452 ±0.0016,112539-13-6*0
Formic acid,HC(O)OH,"aq, 100000 H2O",,,-425.39,0.6,kJ/mol,46.0254 ±0.0010,64-18-6*861
Hydrogen fluoride,HF,"aq, 200 H2O",,,-322.08,0.1,kJ/mol,20.006343 ±0.000070,7664-39-3*830
Naphtalene cation,[C6H4(C4H4)]+,g,,956.91,933.84,0.55,kJ/mol,128.1700 ±0.0080,34512-27-1*0
Naphtalene anion,[C6H4(C4H4)]-,g,,187.6,164.7,3.0,kJ/mol,128.1711 ±0.0080,34509-91-6*0
Formaldehyde,CH2O,"g, ortho singlet",,-105.256,-109.222,0.094,kJ/mol,30.02598 ±0.00087,50-00-0*22
Diazanide,[NH2NH]-,g,,249.4,239.3,3.1,kJ/mol,31.03785 ±0.00025,25415-88-7*0
Acetic acid,CH3C(O)OH,"aq, 50000 H2O",,,-484.85,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*855
Cyanogen chloride cation,[ClCN]+,g,,1326.23,1327.56,0.95,kJ/mol,61.4696 ±0.0012,37612-72-9*0
Bromovinylidene,CCHBr,g,,471.9,465.9,3.8,kJ/mol,104.9333 ±0.0019,161957-27-3*0
Ammonium hydroxide,NH4OH,"aq, 300 H2O",,,-366.38,0.41,kJ/mol,35.04584 ±0.00047,1336-21-6*831
1H-diazirin-3-ide,[HN(NC)]-,g,,379.8,376.7,2.0,kJ/mol,41.03267 ±0.00082,*735234-64-7*0
Oxoethylidene anion,[HCC(O)H]-,g,,86.9,84.2,2.1,kJ/mol,42.0372 ±0.0016,106543-38-8*0
Water,H2O,"cr, eq.press.",,-286.276,-292.717,0.022,kJ/mol,18.01528 ±0.00033,7732-18-5*509
Difluorophosgene anion,[CF2O]-,g,,-602.3,-604.2,3.3,kJ/mol,66.00745 ±0.00085,474815-26-4*0
Hydrogen fluoride,HF,"aq, 25 H2O",,,-321.87,0.11,kJ/mol,20.006343 ±0.000070,7664-39-3*819
Nitric acid,HON(O)O,"aq, 30 H2O",,,-205.99,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*820
Cyclopropylidene,C(CH2CH2),g,,475.05,467.02,0.84,kJ/mol,40.0639 ±0.0024,2143-70-6*0
Hydrogen bromide,HBr,"aq, 111 H2O",,,-119.55,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*892
Hydrogen iodide,HI,"aq, 50 H2O",,,-55.803,0.095,kJ/mol,127.912410 ±0.000076,10034-85-2*822
Bromine atom,Br,"g, 2P1/2",,162.009,155.947,0.055,kJ/mol,79.90400 ±0.00100,10097-32-2*2
Fluoro(fluorooxy)methylene,FCOF,g,,-134.8,-136.0,1.3,kJ/mol,66.00691 ±0.00085,479587-30-9*0
Cyanoamidogen,HNCN,g,,322.74,320.26,0.63,kJ/mol,41.03212 ±0.00082,12347-01-2*0
Cyanoamidogen,HNCN,"g, quartet",,652.5,650.3,1.2,kJ/mol,41.03212 ±0.00082,12347-01-2*2
Difluorodioxidanium,[FOOF]+,g,,1283.7,1280.1,2.3,kJ/mol,69.99506 ±0.00060,*7783-44-0*0
Water,H2O,"g, ortho",,-238.62,-241.808,0.022,kJ/mol,18.01528 ±0.00033,7732-18-5*1
Benzophenone,C6H5C(O)C6H5,l,,,-24.8,1.5,kJ/mol,182.2179 ±0.0104,119-61-9*590
Chlorous acid anion,[HOClO]-,g,,-154.3,-156.1,3.3,kJ/mol,68.4600 ±0.0011,99559-66-7*0
Oxoiodonium,[IO]+,g,,1065.2,1063.2,1.5,kJ/mol,142.90332 ±0.00030,81182-81-2*0
Butadiynylium,[CCCCH]+,g,,1781.3,1787.8,3.2,kJ/mol,49.0502 ±0.0032,76108-67-3*0
Tetrafluorohydrazine cation,[NF2NF2]+,g,,1129.2,1123.0,2.5,kJ/mol,104.00654 ±0.00014,37366-75-9*0
Hydrogen bromide,HBr,"aq, 12 H2O",,,-116.68,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*816
Cyanoaminylium,[HNCN]+,g,,1363.2,1360.9,1.3,kJ/mol,41.03157 ±0.00082,205443-18-1*0
Hypobromous acid cation,[HOBr]+,g,,975.25,964.63,0.54,kJ/mol,96.9108 ±0.0010,154804-02-1*0
Acetic acid,CH3C(O)OH,"aq, 55.51 H2O",,,-484.53,0.33,kJ/mol,60.0520 ±0.0017,64-19-7*891
Hydrodioxonitrogen cation,[HN(O)O]+,g,,1130.1,1123.5,2.9,kJ/mol,47.01293 ±0.00061,252986-76-8*0
Helium,He,"g, singlet",,-0.0,-0.0,0.0,kJ/mol,4.0026020 ±0.0000020,7440-59-7*2
Phosgene cation,[CCl2O]+,g,,897.0,896.0,1.7,kJ/mol,98.9150 ±0.0020,73249-38-4*0
Cyanoamidogen anion,[HNCN]-,"g, triplet",,391.7,389.9,1.8,kJ/mol,41.03267 ±0.00082,67131-47-9*1
Helium dication,[He]+2,g,,7622.839,7622.839,0.0,kJ/mol,4.0015048 ±0.0000020,12587-46-1*0
Phosgene,CCl2O,"cr, l, I+liquid",,,-242.78,0.24,kJ/mol,98.9155 ±0.0020,75-44-5*501
